claim_sk,claim_id,policy_sk,vehicle_sk,date_sk,date,year,quarter,month,month_name,week,financial_year,policy_type,coverage_type,policy_status,policy_tenure_band,make,model,segment,fuel_type,vehicle_age_band,premium_vehicle,safety_rating,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band,claim_count,paid_claim,high_fraud,high_severity,fast_settlement,delayed_settlement
83389,CLM183388,83389,83389,20261118,2026-11-18,2026,4,11,November,47,2026-2027,Comprehensive,Silver,Cancelled,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83390,CLM183389,83390,83390,20260514,2026-05-14,2026,2,5,May,20,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83391,CLM183390,83391,83391,20251002,2025-10-02,2025,4,10,October,40,2025-2026,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83392,CLM183391,83392,83392,20250418,2025-04-18,2025,2,4,April,16,2025-2026,Third Party,Basic,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83393,CLM183392,83393,83393,20260829,2026-08-29,2026,3,8,August,35,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83394,CLM183393,83394,83394,20260626,2026-06-26,2026,2,6,June,26,2026-2027,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83395,CLM183394,83395,83395,20251025,2025-10-25,2025,4,10,October,43,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83396,CLM183395,83396,83396,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83397,CLM183396,83397,83397,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83398,CLM183397,83398,83398,20260906,2026-09-06,2026,3,9,September,36,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,104889,Very High,1.0,False,High,Low,28,Delayed,1,False,0,1,0,1
83399,CLM183398,83399,83399,20251110,2025-11-10,2025,4,11,November,46,2025-2026,Third Party,Basic,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83400,CLM183399,83400,83400,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83401,CLM183400,83401,83401,20260202,2026-02-02,2026,1,2,February,6,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83402,CLM183401,83402,83402,20260721,2026-07-21,2026,3,7,July,30,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83403,CLM183402,83403,83403,20260330,2026-03-30,2026,1,3,March,14,2025-2026,Third Party,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83404,CLM183403,83404,83404,20261125,2026-11-25,2026,4,11,November,48,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83405,CLM183404,83405,83405,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83406,CLM183405,83406,83406,20251123,2025-11-23,2025,4,11,November,47,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83407,CLM183406,83407,83407,20260310,2026-03-10,2026,1,3,March,11,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83408,CLM183407,83408,83408,20260630,2026-06-30,2026,2,6,June,27,2026-2027,Comprehensive,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83409,CLM183408,83409,83409,20261219,2026-12-19,2026,4,12,December,51,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83410,CLM183409,83410,83410,20260723,2026-07-23,2026,3,7,July,30,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83411,CLM183410,83411,83411,20260130,2026-01-30,2026,1,1,January,5,2025-2026,Third Party,Silver,Cancelled,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83412,CLM183411,83412,83412,20260724,2026-07-24,2026,3,7,July,30,2026-2027,Third Party,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83413,CLM183412,83413,83413,20260903,2026-09-03,2026,3,9,September,36,2026-2027,Comprehensive,Silver,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83414,CLM183413,83414,83414,20260201,2026-02-01,2026,1,2,February,5,2025-2026,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83415,CLM183414,83415,83415,20250228,2025-02-28,2025,1,2,February,9,2024-2025,Third Party,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83416,CLM183415,83416,83416,20260412,2026-04-12,2026,2,4,April,15,2026-2027,Comprehensive,Basic,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83417,CLM183416,83417,83417,20251106,2025-11-06,2025,4,11,November,45,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83418,CLM183417,83418,83418,20250207,2025-02-07,2025,1,2,February,6,2024-2025,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83419,CLM183418,83419,83419,20260528,2026-05-28,2026,2,5,May,22,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83420,CLM183419,83420,83420,20251226,2025-12-26,2025,4,12,December,52,2025-2026,Third Party,Gold,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83421,CLM183420,83421,83421,20251115,2025-11-15,2025,4,11,November,46,2025-2026,Comprehensive,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83422,CLM183421,83422,83422,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83423,CLM183422,83423,83423,20260425,2026-04-25,2026,2,4,April,17,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83424,CLM183423,83424,83424,20261111,2026-11-11,2026,4,11,November,46,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,42408,Medium,1.0,False,Medium,Low,22,Delayed,1,False,0,0,0,1
83425,CLM183424,83425,83425,20260416,2026-04-16,2026,2,4,April,16,2026-2027,Third Party,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83426,CLM183425,83426,83426,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83427,CLM183426,83427,83427,20260110,2026-01-10,2026,1,1,January,2,2025-2026,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83428,CLM183427,83428,83428,20260521,2026-05-21,2026,2,5,May,21,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83429,CLM183428,83429,83429,20260412,2026-04-12,2026,2,4,April,15,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83430,CLM183429,83430,83430,20260222,2026-02-22,2026,1,2,February,8,2025-2026,Comprehensive,Silver,Active,6-12 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83431,CLM183430,83431,83431,20260416,2026-04-16,2026,2,4,April,16,2026-2027,Third Party,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83432,CLM183431,83432,83432,20260125,2026-01-25,2026,1,1,January,4,2025-2026,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83433,CLM183432,83433,83433,20260417,2026-04-17,2026,2,4,April,16,2026-2027,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83434,CLM183433,83434,83434,20260915,2026-09-15,2026,3,9,September,38,2026-2027,Third Party,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,39015,Medium,1.0,False,Medium,Low,18,Delayed,1,False,0,0,0,1
83435,CLM183434,83435,83435,20260217,2026-02-17,2026,1,2,February,8,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83436,CLM183435,83436,83436,20260530,2026-05-30,2026,2,5,May,22,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83437,CLM183436,83437,83437,20251125,2025-11-25,2025,4,11,November,48,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83438,CLM183437,83438,83438,20260508,2026-05-08,2026,2,5,May,19,2026-2027,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83439,CLM183438,83439,83439,20261007,2026-10-07,2026,4,10,October,41,2026-2027,Third Party,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83440,CLM183439,83440,83440,20260707,2026-07-07,2026,3,7,July,28,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83441,CLM183440,83441,83441,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83442,CLM183441,83442,83442,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83443,CLM183442,83443,83443,20251018,2025-10-18,2025,4,10,October,42,2025-2026,Third Party,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83444,CLM183443,83444,83444,20261104,2026-11-04,2026,4,11,November,45,2026-2027,Comprehensive,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83445,CLM183444,83445,83445,20251225,2025-12-25,2025,4,12,December,52,2025-2026,Comprehensive,Silver,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83446,CLM183445,83446,83446,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83447,CLM183446,83447,83447,20260402,2026-04-02,2026,2,4,April,14,2026-2027,Third Party,Gold,Active,6-12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83448,CLM183447,83448,83448,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83449,CLM183448,83449,83449,20261018,2026-10-18,2026,4,10,October,42,2026-2027,Comprehensive,Gold,Cancelled,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83450,CLM183449,83450,83450,20260413,2026-04-13,2026,2,4,April,16,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83451,CLM183450,83451,83451,20261214,2026-12-14,2026,4,12,December,51,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83452,CLM183451,83452,83452,20261123,2026-11-23,2026,4,11,November,48,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83453,CLM183452,83453,83453,20261025,2026-10-25,2026,4,10,October,43,2026-2027,Third Party,Gold,Expired,6-12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83454,CLM183453,83454,83454,20250322,2025-03-22,2025,1,3,March,12,2024-2025,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83455,CLM183454,83455,83455,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83456,CLM183455,83456,83456,20260403,2026-04-03,2026,2,4,April,14,2026-2027,Comprehensive,Basic,Expired,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83457,CLM183456,83457,83457,20260628,2026-06-28,2026,2,6,June,26,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83458,CLM183457,83458,83458,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83459,CLM183458,83459,83459,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83460,CLM183459,83460,83460,20260207,2026-02-07,2026,1,2,February,6,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83461,CLM183460,83461,83461,20261010,2026-10-10,2026,4,10,October,41,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83462,CLM183461,83462,83462,20250705,2025-07-05,2025,3,7,July,27,2025-2026,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83463,CLM183462,83463,83463,20261001,2026-10-01,2026,4,10,October,40,2026-2027,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83464,CLM183463,83464,83464,20260518,2026-05-18,2026,2,5,May,21,2026-2027,Third Party,Basic,Active,6-12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83465,CLM183464,83465,83465,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83466,CLM183465,83466,83466,20261027,2026-10-27,2026,4,10,October,44,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83467,CLM183466,83467,83467,20261022,2026-10-22,2026,4,10,October,43,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83468,CLM183467,83468,83468,20260717,2026-07-17,2026,3,7,July,29,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83469,CLM183468,83469,83469,20260211,2026-02-11,2026,1,2,February,7,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83470,CLM183469,83470,83470,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83471,CLM183470,83471,83471,20261109,2026-11-09,2026,4,11,November,46,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83472,CLM183471,83472,83472,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Expired,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83473,CLM183472,83473,83473,20260219,2026-02-19,2026,1,2,February,8,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83474,CLM183473,83474,83474,20261224,2026-12-24,2026,4,12,December,52,2026-2027,Comprehensive,Silver,Expired,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83475,CLM183474,83475,83475,20250620,2025-06-20,2025,2,6,June,25,2025-2026,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83476,CLM183475,83476,83476,20261119,2026-11-19,2026,4,11,November,47,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83477,CLM183476,83477,83477,20250519,2025-05-19,2025,2,5,May,21,2025-2026,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83478,CLM183477,83478,83478,20261009,2026-10-09,2026,4,10,October,41,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83479,CLM183478,83479,83479,20260407,2026-04-07,2026,2,4,April,15,2026-2027,Third Party,Silver,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83480,CLM183479,83480,83480,20260609,2026-06-09,2026,2,6,June,24,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83481,CLM183480,83481,83481,20261224,2026-12-24,2026,4,12,December,52,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83482,CLM183481,83482,83482,20250728,2025-07-28,2025,3,7,July,31,2025-2026,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83483,CLM183482,83483,83483,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83484,CLM183483,83484,83484,20261114,2026-11-14,2026,4,11,November,46,2026-2027,Comprehensive,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83485,CLM183484,83485,83485,20260414,2026-04-14,2026,2,4,April,16,2026-2027,Third Party,Basic,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83486,CLM183485,83486,83486,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83487,CLM183486,83487,83487,20260122,2026-01-22,2026,1,1,January,4,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83488,CLM183487,83488,83488,20260316,2026-03-16,2026,1,3,March,12,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83489,CLM183488,83489,83489,20260325,2026-03-25,2026,1,3,March,13,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83490,CLM183489,83490,83490,20251201,2025-12-01,2025,4,12,December,49,2025-2026,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83491,CLM183490,83491,83491,20261221,2026-12-21,2026,4,12,December,52,2026-2027,Third Party,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83492,CLM183491,83492,83492,20260826,2026-08-26,2026,3,8,August,35,2026-2027,Third Party,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83493,CLM183492,83493,83493,20250329,2025-03-29,2025,1,3,March,13,2024-2025,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83494,CLM183493,83494,83494,20261111,2026-11-11,2026,4,11,November,46,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83495,CLM183494,83495,83495,20250424,2025-04-24,2025,2,4,April,17,2025-2026,Third Party,Basic,Expired,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83496,CLM183495,83496,83496,20260921,2026-09-21,2026,3,9,September,39,2026-2027,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83497,CLM183496,83497,83497,20260101,2026-01-01,2026,1,1,January,1,2025-2026,Third Party,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83498,CLM183497,83498,83498,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83499,CLM183498,83499,83499,20250912,2025-09-12,2025,3,9,September,37,2025-2026,Comprehensive,Silver,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83500,CLM183499,83500,83500,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83501,CLM183500,83501,83501,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83502,CLM183501,83502,83502,20250805,2025-08-05,2025,3,8,August,32,2025-2026,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83503,CLM183502,83503,83503,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83504,CLM183503,83504,83504,20261013,2026-10-13,2026,4,10,October,42,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83505,CLM183504,83505,83505,20260526,2026-05-26,2026,2,5,May,22,2026-2027,Third Party,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83506,CLM183505,83506,83506,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Expired,6-12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
