underwriting_sk,policy_sk,customer_sk,vehicle_sk,policy_type,coverage_type,policy_status,make,model,segment,fuel_type,vehicle_age_band,risk_score,risk_band,fraud_probability,underwriting_decision,manual_review_flag,auto_approved_flag,rejected_flag,stp_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,sla_breached_flag,high_risk_flag,fraud_flag,recommendation,model_version,underwriting_date_sk
88137,88137,88137,88137,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,75,High,0.75,Rejected,0,0,1,1,21,34,2,97.34,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230115
88138,88138,88138,88138,Third Party,Gold,Active,3,M4,C2,Diesel,New,82,Very High,0.82,Rejected,0,0,1,1,16,27,7,76.75,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220424
88139,88139,88139,88139,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,85,Very High,0.85,Rejected,0,0,1,1,6,20,2,96.79,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240825
88140,88140,88140,88140,Third Party,Silver,Active,1,M6,B2,Petrol,New,19,Low,0.19,Approved,0,1,0,1,6,4,1,75.29,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240920
88141,88141,88141,88141,Comprehensive,Gold,Active,1,M1,A,CNG,New,75,High,0.75,Rejected,0,0,1,1,7,34,3,86.16,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240509
88142,88142,88142,88142,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,77,High,0.77,Rejected,0,0,1,1,7,28,2,95.26,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20250828
88143,88143,88143,88143,Third Party,Silver,Active,3,M4,C2,Diesel,New,73,High,0.73,Rejected,0,0,1,1,13,27,4,79.91,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220915
88144,88144,88144,88144,Third Party,Basic,Active,1,M8,B1,CNG,New,99,Very High,0.99,Rejected,0,0,1,1,8,19,2,91.51,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220525
88145,88145,88145,88145,Comprehensive,Basic,Active,1,M8,B1,CNG,New,41,Medium,0.41,Manual Review,1,0,0,0,49,10,6,88.85,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230518
88146,88146,88146,88146,Third Party,Gold,Active,1,M8,B1,CNG,New,91,Very High,0.91,Rejected,0,0,1,1,8,15,5,92.16,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20240920
88147,88147,88147,88147,Third Party,Basic,Active,1,M6,B2,Petrol,New,40,Medium,0.4,Manual Review,1,0,0,0,43,5,5,84.18,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20240711
88148,88148,88148,88148,Comprehensive,Silver,Expired,1,M6,B2,Petrol,New,66,High,0.66,Manual Review,1,0,0,0,86,6,3,76.03,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20240509
88149,88149,88149,88149,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,99,Very High,0.99,Rejected,0,0,1,1,6,26,2,90.83,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230906
88150,88150,88150,88150,Comprehensive,Silver,Active,1,M1,A,CNG,New,24,Low,0.24,Approved,0,1,0,1,6,-4,4,82.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250806
88151,88151,88151,88151,Third Party,Gold,Active,3,M4,C2,Diesel,New,24,Low,0.24,Approved,0,1,0,1,6,1,5,82.84,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20251007
88152,88152,88152,88152,Third Party,Silver,Active,2,M3,A,Petrol,New,11,Low,0.11,Approved,0,1,0,1,6,-9,2,79.28,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240213
88153,88153,88153,88153,Third Party,Basic,Active,3,M4,C2,Diesel,New,34,Medium,0.34,Approved,0,1,0,1,5,0,4,75.9,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220919
88154,88154,88154,88154,Third Party,Gold,Active,3,M4,C2,Diesel,New,15,Low,0.15,Approved,0,1,0,1,7,-9,3,83.03,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230624
88155,88155,88155,88155,Third Party,Gold,Active,3,M4,C2,Diesel,New,38,Medium,0.38,Manual Review,1,0,0,0,46,2,7,93.99,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20250305
88156,88156,88156,88156,Third Party,Gold,Active,3,M4,C2,Diesel,New,69,High,0.69,Manual Review,1,0,0,0,39,0,7,94.73,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20250921
88157,88157,88157,88157,Comprehensive,Gold,Active,1,M1,A,CNG,New,37,Medium,0.37,Manual Review,1,0,0,0,84,0,5,92.86,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230505
88158,88158,88158,88158,Comprehensive,Basic,Expired,3,M4,C2,Diesel,New,52,Medium,0.52,Manual Review,1,0,0,0,39,2,5,77.01,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20250721
88159,88159,88159,88159,Third Party,Silver,Active,1,M1,A,CNG,New,24,Low,0.24,Approved,0,1,0,1,2,-7,1,80.06,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220810
88160,88160,88160,88160,Third Party,Gold,Active,1,M6,B2,Petrol,New,15,Low,0.15,Approved,0,1,0,1,6,-8,2,77.01,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250921
88161,88161,88161,88161,Comprehensive,Gold,Active,1,M8,B1,CNG,New,70,High,0.7,Rejected,0,0,1,1,18,21,5,89.72,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240919
88162,88162,88162,88162,Third Party,Silver,Active,1,M6,B2,Petrol,New,72,High,0.72,Rejected,0,0,1,1,13,29,4,84.09,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250220
88163,88163,88163,88163,Comprehensive,Basic,Active,1,M1,A,CNG,New,26,Low,0.26,Approved,0,1,0,1,3,-7,5,87.34,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240731
88164,88164,88164,88164,Comprehensive,Silver,Active,1,M8,B1,CNG,New,61,High,0.61,Manual Review,1,0,0,0,47,7,4,80.79,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240902
88165,88165,88165,88165,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,48,Medium,0.48,Manual Review,1,0,0,0,67,10,1,88.41,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220803
88166,88166,88166,88166,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,36,Medium,0.36,Manual Review,1,0,0,0,52,13,1,96.77,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20230219
88167,88167,88167,88167,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,26,Low,0.26,Approved,0,1,0,1,2,-7,5,96.46,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20251127
88168,88168,88168,88168,Comprehensive,Basic,Active,1,M1,A,CNG,New,9,Low,0.09,Approved,0,1,0,1,5,4,5,77.21,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230919
88169,88169,88169,88169,Comprehensive,Gold,Active,2,M3,A,Petrol,New,73,High,0.73,Rejected,0,0,1,1,5,23,1,87.05,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20231227
88170,88170,88170,88170,Comprehensive,Silver,Active,1,M1,A,CNG,New,32,Medium,0.32,Approved,0,1,0,1,4,-8,2,90.49,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230120
88171,88171,88171,88171,Comprehensive,Basic,Active,1,M1,A,CNG,New,18,Low,0.18,Approved,0,1,0,1,5,4,1,87.52,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20231015
88172,88172,88172,88172,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,62,High,0.62,Manual Review,1,0,0,0,32,10,2,96.91,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20231122
88173,88173,88173,88173,Comprehensive,Gold,Expired,1,M1,A,CNG,New,51,Medium,0.51,Manual Review,1,0,0,0,48,14,2,91.57,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230528
88174,88174,88174,88174,Third Party,Silver,Active,1,M1,A,CNG,New,9,Low,0.09,Approved,0,1,0,1,4,-3,6,79.86,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230201
88175,88175,88175,88175,Comprehensive,Silver,Expired,4,M5,B2,Diesel,New,89,Very High,0.89,Rejected,0,0,1,1,15,33,2,77.93,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240320
88176,88176,88176,88176,Comprehensive,Basic,Active,1,M1,A,CNG,New,51,Medium,0.51,Manual Review,1,0,0,0,55,7,6,92.81,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20221012
88177,88177,88177,88177,Third Party,Silver,Active,1,M8,B1,CNG,New,7,Low,0.07,Approved,0,1,0,1,4,3,4,83.84,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240511
88178,88178,88178,88178,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,80,Very High,0.8,Rejected,0,0,1,1,21,24,6,82.22,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230204
88179,88179,88179,88179,Comprehensive,Gold,Active,1,M1,A,CNG,New,63,High,0.63,Manual Review,1,0,0,0,34,6,2,99.31,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20250202
88180,88180,88180,88180,Third Party,Basic,Active,1,M6,B2,Petrol,New,23,Low,0.23,Approved,0,1,0,1,5,2,5,85.49,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20231105
88181,88181,88181,88181,Third Party,Gold,Active,1,M1,A,CNG,New,11,Low,0.11,Approved,0,1,0,1,7,-5,2,98.64,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230518
88182,88182,88182,88182,Third Party,Basic,Active,3,M4,C2,Diesel,New,16,Low,0.16,Approved,0,1,0,1,3,-4,5,78.81,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220209
88183,88183,88183,88183,Comprehensive,Gold,Active,5,M9,C1,Diesel,New,15,Low,0.15,Approved,0,1,0,1,7,0,6,88.09,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240820
88184,88184,88184,88184,Third Party,Basic,Active,2,M3,A,Petrol,New,83,Very High,0.83,Rejected,0,0,1,1,21,34,3,84.57,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20221215
88185,88185,88185,88185,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,26,Low,0.26,Approved,0,1,0,1,6,-1,3,90.78,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220810
88186,88186,88186,88186,Third Party,Silver,Active,2,M3,A,Petrol,New,35,Medium,0.35,Manual Review,1,0,0,0,61,9,2,98.32,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240808
88187,88187,88187,88187,Third Party,Gold,Active,1,M6,B2,Petrol,New,7,Low,0.07,Approved,0,1,0,1,5,-8,1,76.33,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220305
88188,88188,88188,88188,Comprehensive,Gold,Active,2,M3,A,Petrol,New,73,High,0.73,Rejected,0,0,1,1,6,29,1,98.66,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241024
88189,88189,88189,88189,Comprehensive,Basic,Active,5,M9,C1,Diesel,New,37,Medium,0.37,Manual Review,1,0,0,0,77,8,6,75.26,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240528
88190,88190,88190,88190,Comprehensive,Gold,Active,1,M1,A,CNG,New,82,Very High,0.82,Rejected,0,0,1,1,12,15,2,78.91,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20241004
88191,88191,88191,88191,Comprehensive,Basic,Active,1,M7,B2,Petrol,New,79,High,0.79,Rejected,0,0,1,1,7,21,3,98.63,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241107
88192,88192,88192,88192,Comprehensive,Silver,Active,5,M9,C1,Diesel,New,24,Low,0.24,Approved,0,1,0,1,4,-2,2,85.36,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20241020
88193,88193,88193,88193,Third Party,Silver,Active,1,M10,Utility,CNG,New,35,Medium,0.35,Manual Review,1,0,0,0,88,8,4,91.42,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250927
88194,88194,88194,88194,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,84,Very High,0.84,Rejected,0,0,1,1,8,22,1,84.63,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241030
88195,88195,88195,88195,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,77,High,0.77,Rejected,0,0,1,1,24,20,6,88.53,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240221
88196,88196,88196,88196,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,55,Medium,0.55,Manual Review,1,0,0,0,58,1,5,88.16,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240804
88197,88197,88197,88197,Comprehensive,Basic,Active,1,M1,A,CNG,New,73,High,0.73,Rejected,0,0,1,1,19,30,3,81.65,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20251029
88198,88198,88198,88198,Comprehensive,Gold,Active,1,M1,A,CNG,New,86,Very High,0.86,Rejected,0,0,1,1,9,24,2,94.77,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20251021
88199,88199,88199,88199,Third Party,Gold,Active,4,M5,B2,Diesel,New,88,Very High,0.88,Rejected,0,0,1,1,24,22,1,91.44,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221217
88200,88200,88200,88200,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,96,Very High,0.96,Rejected,0,0,1,1,14,21,4,88.45,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220409
88201,88201,88201,88201,Comprehensive,Basic,Active,5,M9,C1,Diesel,New,87,Very High,0.87,Rejected,0,0,1,1,15,26,1,94.41,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240408
88202,88202,88202,88202,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,17,Low,0.17,Approved,0,1,0,1,3,-7,2,93.27,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240616
88203,88203,88203,88203,Third Party,Gold,Active,1,M6,B2,Petrol,New,86,Very High,0.86,Rejected,0,0,1,1,7,32,3,96.6,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20251213
88204,88204,88204,88204,Third Party,Silver,Active,3,M4,C2,Diesel,New,86,Very High,0.86,Rejected,0,0,1,1,17,17,3,85.78,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241123
88205,88205,88205,88205,Comprehensive,Gold,Active,1,M2,C1,Petrol,New,17,Low,0.17,Approved,0,1,0,1,7,-3,4,88.51,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20221215
88206,88206,88206,88206,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,15,Low,0.15,Approved,0,1,0,1,5,-4,2,76.89,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230731
88207,88207,88207,88207,Third Party,Gold,Active,1,M6,B2,Petrol,New,9,Low,0.09,Approved,0,1,0,1,5,3,4,96.41,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220625
88208,88208,88208,88208,Third Party,Basic,Expired,3,M4,C2,Diesel,New,80,Very High,0.8,Rejected,0,0,1,1,16,25,5,84.37,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220216
88209,88209,88209,88209,Third Party,Basic,Active,3,M4,C2,Diesel,New,23,Low,0.23,Approved,0,1,0,1,6,-7,7,78.95,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250526
88210,88210,88210,88210,Third Party,Silver,Active,1,M8,B1,CNG,New,89,Very High,0.89,Rejected,0,0,1,1,13,24,1,85.56,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250529
88211,88211,88211,88211,Comprehensive,Gold,Active,1,M1,A,CNG,New,73,High,0.73,Rejected,0,0,1,1,16,24,3,75.48,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241031
88212,88212,88212,88212,Comprehensive,Basic,Active,1,M1,A,CNG,New,66,High,0.66,Manual Review,1,0,0,0,71,3,3,91.56,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20220709
88213,88213,88213,88213,Third Party,Basic,Active,1,M1,A,CNG,New,5,Low,0.05,Approved,0,1,0,1,3,-9,5,92.36,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240618
88214,88214,88214,88214,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,79,High,0.79,Rejected,0,0,1,1,21,16,5,97.94,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220327
88215,88215,88215,88215,Comprehensive,Silver,Active,1,M8,B1,CNG,New,39,Medium,0.39,Manual Review,1,0,0,0,38,14,6,95.97,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20230629
88216,88216,88216,88216,Third Party,Basic,Active,1,M7,B2,Petrol,New,9,Low,0.09,Approved,0,1,0,1,7,3,4,76.46,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230830
88217,88217,88217,88217,Comprehensive,Silver,Active,1,M1,A,CNG,New,93,Very High,0.93,Rejected,0,0,1,1,16,21,7,92.78,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20221126
88218,88218,88218,88218,Third Party,Silver,Active,3,M4,C2,Diesel,New,67,High,0.67,Manual Review,1,0,0,0,34,8,2,77.27,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20230223
88219,88219,88219,88219,Comprehensive,Basic,Active,2,M3,A,Petrol,New,79,High,0.79,Rejected,0,0,1,1,16,17,4,77.17,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20250419
88220,88220,88220,88220,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,90,Very High,0.9,Rejected,0,0,1,1,22,26,5,75.14,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241015
88221,88221,88221,88221,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,10,Low,0.1,Approved,0,1,0,1,3,0,7,78.15,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250731
88222,88222,88222,88222,Comprehensive,Gold,Active,5,M9,C1,Diesel,New,5,Low,0.05,Approved,0,1,0,1,7,-5,3,76.85,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230619
88223,88223,88223,88223,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,50,Medium,0.5,Manual Review,1,0,0,0,22,1,3,94.16,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20241208
88224,88224,88224,88224,Comprehensive,Basic,Expired,1,M8,B1,CNG,New,17,Low,0.17,Approved,0,1,0,1,2,-10,3,77.65,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240423
88225,88225,88225,88225,Comprehensive,Basic,Active,5,M9,C1,Diesel,New,59,Medium,0.59,Manual Review,1,0,0,0,44,3,5,92.27,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20240103
88226,88226,88226,88226,Third Party,Basic,Active,5,M9,C1,Diesel,New,23,Low,0.23,Approved,0,1,0,1,6,-5,4,83.19,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20241022
88227,88227,88227,88227,Third Party,Silver,Active,1,M6,B2,Petrol,New,90,Very High,0.9,Rejected,0,0,1,1,13,20,5,82.34,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240517
88228,88228,88228,88228,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,33,Medium,0.33,Approved,0,1,0,1,7,-9,1,80.92,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220603
88229,88229,88229,88229,Comprehensive,Basic,Active,1,M1,A,CNG,New,98,Very High,0.98,Rejected,0,0,1,1,23,16,7,98.48,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220525
88230,88230,88230,88230,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,7,Low,0.07,Approved,0,1,0,1,4,-1,7,83.78,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250815
88231,88231,88231,88231,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,11,Low,0.11,Approved,0,1,0,1,3,3,1,87.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250831
88232,88232,88232,88232,Third Party,Gold,Active,3,M4,C2,Diesel,New,97,Very High,0.97,Rejected,0,0,1,1,19,18,5,87.7,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20231227
88233,88233,88233,88233,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,10,Low,0.1,Approved,0,1,0,1,7,-3,7,87.71,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240317
88234,88234,88234,88234,Comprehensive,Basic,Active,1,M1,A,CNG,New,46,Medium,0.46,Manual Review,1,0,0,0,53,0,1,87.8,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230622
88235,88235,88235,88235,Comprehensive,Gold,Active,1,M1,A,CNG,New,66,High,0.66,Manual Review,1,0,0,0,43,10,1,96.06,Manual,John,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240706
88236,88236,88236,88236,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,14,Low,0.14,Approved,0,1,0,1,2,2,4,90.4,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20231216
88237,88237,88237,88237,Comprehensive,Gold,Active,1,M1,A,CNG,New,35,Medium,0.35,Manual Review,1,0,0,0,29,13,2,94.92,Manual,John,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20221210
88238,88238,88238,88238,Comprehensive,Basic,Cancelled,3,M4,C2,Diesel,New,12,Low,0.12,Approved,0,1,0,1,4,-3,6,92.66,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240811
88239,88239,88239,88239,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,74,High,0.74,Rejected,0,0,1,1,21,16,7,83.68,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20241118
88240,88240,88240,88240,Third Party,Basic,Active,1,M10,Utility,CNG,New,11,Low,0.11,Approved,0,1,0,1,6,-3,1,92.58,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250212
88241,88241,88241,88241,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,74,High,0.74,Rejected,0,0,1,1,17,25,4,85.12,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250713
88242,88242,88242,88242,Third Party,Basic,Active,1,M1,A,CNG,New,23,Low,0.23,Approved,0,1,0,1,7,1,2,95.58,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230427
88243,88243,88243,88243,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,31,Medium,0.31,Approved,0,1,0,1,7,-7,6,80.11,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250207
88244,88244,88244,88244,Third Party,Basic,Active,1,M1,A,CNG,New,70,High,0.7,Rejected,0,0,1,1,23,31,7,80.36,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230209
88245,88245,88245,88245,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,53,Medium,0.53,Manual Review,1,0,0,0,61,0,4,80.2,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20231218
88246,88246,88246,88246,Comprehensive,Basic,Active,4,M5,B2,Diesel,New,50,Medium,0.5,Manual Review,1,0,0,0,68,2,1,94.4,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20240202
88247,88247,88247,88247,Comprehensive,Gold,Expired,1,M1,A,CNG,New,90,Very High,0.9,Rejected,0,0,1,1,21,26,4,85.63,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250303
88248,88248,88248,88248,Third Party,Silver,Active,1,M7,B2,Petrol,New,43,Medium,0.43,Manual Review,1,0,0,0,51,8,4,94.73,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20250629
88249,88249,88249,88249,Comprehensive,Gold,Active,5,M9,C1,Diesel,New,40,Medium,0.4,Manual Review,1,0,0,0,58,3,5,95.98,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230528
88250,88250,88250,88250,Comprehensive,Gold,Active,1,M1,A,CNG,New,56,Medium,0.56,Manual Review,1,0,0,0,74,7,4,98.8,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20221011
88251,88251,88251,88251,Third Party,Silver,Active,2,M3,A,Petrol,New,62,High,0.62,Manual Review,1,0,0,0,43,4,7,88.56,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20231227
88252,88252,88252,88252,Comprehensive,Silver,Active,1,M2,C1,Petrol,New,80,Very High,0.8,Rejected,0,0,1,1,13,33,6,81.6,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20220504
